Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
17.0	[M+Cl]-	5	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1008","main.cluster index_upperinput":"1008"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=54&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	544.0000	544.0000	0	N/A	N/A	123117.39252330821	8	1008	54	646.3832	8	-679.3520	-1	681.3520	123117.39252330821
17.0	[M+Cl+HCOOH]-	5	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1027","main.cluster index_upperinput":"1027"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	543.9000	543.9000	0	N/A	N/A	97847.55507370543	7	1027	31	646.3832	7	-725.3580	-1	727.3580	97847.55507370543
 	 	5	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"759","main.cluster index_upperinput":"759"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=38&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	538.7000	538.7000	0	N/A	N/A	72789.66365570962	6	759	38	 	6	-495.2630	-1	497.2630	72789.66365570962
16.0	[M+Cl]-	5	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"939","main.cluster index_upperinput":"939"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	546.1000	546.1000	0	N/A	N/A	67921.06955038312	17	939	48	572.1884	17	-605.1610	-1	607.1610	67921.06955038312
 	 	5	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"180","main.cluster index_upperinput":"180"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=50&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	539.3000	539.3000	0	N/A	N/A	63599.899646760736	10	180	50	 	10	-270.1010	-1	272.1010	63599.899646760736
 	 	5	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"361","main.cluster index_upperinput":"361"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=74&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	545.9000	545.9000	0	N/A	N/A	63389.353233276146	17	361	74	 	17	-325.0880	-1	327.0880	63389.353233276146
 	 	5	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"723","main.cluster index_upperinput":"723"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=158&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	541.1000	541.1000	0	N/A	N/A	46474.34354834169	9	723	158	 	9	-473.1630	-1	475.1630	46474.34354834169
19.0	[2M+Cl]-	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"236","main.cluster index_upperinput":"236"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	445.4000	445.4000	0	N/A	N/A	9601693.452966608	25	236	17	127.0614	25	-287.1090	-1	289.1090	9601693.452966608
 	 	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"47","main.cluster index_upperinput":"47"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=57&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	445.4000	445.4000	0	N/A	N/A	1204750.7306699285	11	47	57	 	11	-159.0220	-1	161.0220	1204750.7306699285
 	 	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"722","main.cluster index_upperinput":"722"}	This Node is a Singleton	N/A	N/A	N/A	 	446.0000	446.0000	0	N/A	N/A	698032.4321006436	11	722	-1	 	11	-473.0620	-1	475.0620	698032.4321006436
24.0	[M-H-H2O]-	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"745","main.cluster index_upperinput":"745"}	This Node is a Singleton	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	MoNA:2981515 Quer	0.743606	 	446.2000	446.2000	0	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	CCMSLIB00000566051	683026.1099188463	23	745	-1	508.1395	23	-487.1050	-1	489.1050	683026.1099188463
20.0	[M+Cl]-	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"450","main.cluster index_upperinput":"450"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	448.6000	448.6000	0	N/A	N/A	668091.456487606	9	450	48	324.1051	9	-357.0750	-1	359.0750	668091.456487606
22.0	[M+Cl]-	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"519","main.cluster index_upperinput":"519"}	This Node is a Singleton	N/A	N/A	N/A	 	446.8000	446.8000	0	N/A	N/A	499532.5727249513	12	519	-1	360.1382	12	-393.1140	-1	395.1140	499532.5727249513
22.0	[M-H+Cl]2-	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"102","main.cluster index_upperinput":"102"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	445.6000	445.6000	0	N/A	N/A	427996.31821739953	6	102	7	360.1382	6	-195.0440	-1	197.0440	427996.31821739953
24.0	[M+Cl]-	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"820","main.cluster index_upperinput":"820"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	443.6000	443.6000	0	N/A	N/A	361176.4289925057	19	820	32	508.1395	19	-541.1150	-1	543.1150	361176.4289925057
20.0	[M-H+Cl]2-	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"73","main.cluster index_upperinput":"73"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	445.2000	445.2000	0	N/A	N/A	180336.96044979818	7	73	7	324.1051	7	-177.0330	-1	179.0330	180336.96044979818
 	 	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"779","main.cluster index_upperinput":"779"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=62&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	449.4000	449.4000	0	N/A	N/A	61251.426373629365	6	779	62	 	6	-506.1190	-1	508.1190	61251.426373629365
19.0	[M+Cl]-	6	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"48","main.cluster index_upperinput":"48"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=57&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	445.7000	445.7000	0	N/A	N/A	44704.449641812105	6	48	57	127.0614	6	-160.0270	-1	162.0270	44704.449641812105
25.0	[M+Cl]-	7	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"419","main.cluster index_upperinput":"419"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	637.0000	637.0000	0	N/A	N/A	1618668.8401690451	5	419	31	312.1144	5	-345.0910	-1	347.0910	1618668.8401690451
 	 	7	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"764","main.cluster index_upperinput":"764"}	This Node is a Singleton	N/A	N/A	N/A	 	638.5000	638.5000	0	N/A	N/A	892361.4047930164	27	764	-1	 	27	-501.3370	-1	503.3370	892361.4047930164
25.0	[M-H-C2H4]-	7	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"196","main.cluster index_upperinput":"196"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=173&task=a01316aea6d8420bb67d2b41576556d3&show=true	1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	Massbank:PB002410 Quercetin|2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one	0.941099	 	633.8000	633.8000	0	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	CCMSLIB00005737935	676953.8484651471	31	196	173	312.1144	31	-281.0620	-1	283.0620	676953.8484651471
26.0	[M-H-CO2]-	7	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"288","main.cluster index_upperinput":"288"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=74&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	638.5000	638.5000	0	N/A	N/A	379707.2351016999	5	288	74	348.0934	5	-301.0820	-1	303.0820	379707.2351016999
 	 	7	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1043","main.cluster index_upperinput":"1043"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	636.3000	636.3000	0	N/A	N/A	181787.78205458997	14	1043	70	 	14	-746.4680	-1	748.4680	181787.78205458997
 	 	7	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"771","main.cluster index_upperinput":"771"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	636.3000	636.3000	0	N/A	N/A	135668.49727367554	17	771	17	 	17	-502.3390	-1	504.3390	135668.49727367554
 	 	7	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1044","main.cluster index_upperinput":"1044"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=70&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	636.5000	636.5000	0	N/A	N/A	62895.170539435974	8	1044	70	 	8	-747.4710	-1	749.4710	62895.170539435974
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"659","main.cluster index_upperinput":"659"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	418.4000	418.4000	0	N/A	N/A	20969942.132980265	108	659	29	 	108	-445.0910	-1	447.0910	20969942.132980265
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"432","main.cluster index_upperinput":"432"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=173&task=a01316aea6d8420bb67d2b41576556d3&show=true	1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	Massbank:LU029852 Quercetin|2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one	0.907956	 	416.6000	416.6000	0	OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC(O)=C(O)C=C1	CCMSLIB00005763753	13441139.787435798	30	432	173	 	30	-355.0970	-1	357.0970	13441139.787435798
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"667","main.cluster index_upperinput":"667"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	419.0000	419.0000	0	N/A	N/A	6629970.249544084	74	667	1	 	74	-446.0960	-1	448.0960	6629970.249544084
28.0	[M-2H+K]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"269","main.cluster index_upperinput":"269"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	418.2000	418.2000	0	N/A	N/A	6324457.843875247	70	269	71	264.0569	70	-299.0130	-1	301.0130	6324457.843875247
32.0	[M-H]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"664","main.cluster index_upperinput":"664"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=99&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	418.9000	418.9000	0	N/A	N/A	5029194.11841606	51	664	99	448.3165	51	-445.3100	-1	447.3100	5029194.11841606
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"266","main.cluster index_upperinput":"266"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=65&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	415.9000	415.9000	0	N/A	N/A	3886428.9150385903	69	266	65	 	69	-298.0200	-1	300.0200	3886428.9150385903
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"673","main.cluster index_upperinput":"673"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=56&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	419.4000	419.4000	0	N/A	N/A	2828345.6538272537	78	673	56	 	78	-447.0970	-1	449.0970	2828345.6538272537
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"669","main.cluster index_upperinput":"669"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	418.9000	418.9000	0	N/A	N/A	2743715.761239769	33	669	1	 	33	-446.3530	-1	448.3530	2743715.761239769
30.0	[M-H]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"436","main.cluster index_upperinput":"436"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	416.4000	416.4000	0	N/A	N/A	2646528.5182818896	16	436	48	358.3409	16	-355.3390	-1	357.3390	2646528.5182818896
33.0	[M-H]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"665","main.cluster index_upperinput":"665"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=99&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	418.8000	418.8000	0	N/A	N/A	2238141.2961301655	31	665	99	448.5808	31	-445.5750	-1	447.5750	2238141.2961301655
29.0	[M-H]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"396","main.cluster index_upperinput":"396"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=98&task=a01316aea6d8420bb67d2b41576556d3&show=true	InChI=1S/C19H18O7/c1-22-11-7-12(20)18-13(21)9-14(26-15(18)8-11)10-5-16(23-2)19(25-4)17(6-10)24-3/h5-9,20H,1-4H3	Corymbosin - 30eV	0.720535	 	420.7000	420.7000	0	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C(=C3)OC)OC)OC)O	CCMSLIB00004683751	1784214.0190500906	61	396	98	342.0792	61	-339.0670	-1	341.0670	1784214.0190500906
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"403","main.cluster index_upperinput":"403"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=12&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	418.5000	418.5000	0	N/A	N/A	1732497.8891611022	39	403	12	 	39	-340.0740	-1	342.0740	1732497.8891611022
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"839","main.cluster index_upperinput":"839"}	This Node is a Singleton	N/A	N/A	N/A	 	417.8000	417.8000	0	N/A	N/A	1541289.5845255635	34	839	-1	 	34	-563.1580	-1	565.1580	1541289.5845255635
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"422","main.cluster index_upperinput":"422"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=a01316aea6d8420bb67d2b41576556d3&show=true	1/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18+,21-/m0/s1	ReSpect:PT204350 Quercitrin|Quer-3-Rha|Quercitrin|thujin|Quercetrin|Quercimelin|Quercitroside|quercetin-3-O-rhamnoside|Quercetin- 3-(6-deoxy-alpha-L-mannopyranoside)|3,3',4',5,7-Pentahydroxyflavone-3-L-rhamnoside|2-(3	0.9590620000000001	 	418.7000	418.7000	0	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	CCMSLIB00000222119	1482250.6766013913	13	422	14	 	13	-349.0060	-1	351.0060	1482250.6766013913
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"666","main.cluster index_upperinput":"666"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=99&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	418.8000	418.8000	0	N/A	N/A	1377807.4803525137	23	666	99	 	23	-445.8210	-1	447.8210	1377807.4803525137
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"749","main.cluster index_upperinput":"749"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=a01316aea6d8420bb67d2b41576556d3&show=true	1/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18+,21-/m0/s1	ReSpect:PT204350 Quercitrin|Quer-3-Rha|Quercitrin|thujin|Quercetrin|Quercimelin|Quercitroside|quercetin-3-O-rhamnoside|Quercetin- 3-(6-deoxy-alpha-L-mannopyranoside)|3,3',4',5,7-Pentahydroxyflavone-3-L-rhamnoside|2-(3	0.971866	 	421.4000	421.4000	0	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	CCMSLIB00000222119	1307560.2597885316	12	749	14	 	12	-491.0540	-1	493.0540	1307560.2597885316
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"169","main.cluster index_upperinput":"169"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=a01316aea6d8420bb67d2b41576556d3&show=true	1/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18+,21-/m0/s1	ReSpect:PT209350 Quercetin-3-Rhamnoside|Quer-3-Rha|Quercitrin|thujin|Quercetrin|Quercimelin|Quercitroside|quercetin-3-O-rhamnoside|Quercetin- 3-(6-deoxy-alpha-L-mannopyranoside)|3,3',4',5,7-Pentahydroxyflavone-3-L-rha	0.8189569999999999	 	418.4000	418.4000	0	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	CCMSLIB00000222486	1299992.8427255552	35	169	55	 	35	-269.0590	-1	271.0590	1299992.8427255552
