id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
81_all_features_Matched_for_GNPS_msLevel2retentionTime443.91702scanNum84	C4H10N2O7	[M - H]-	C4H10N2O7	Amino acids and Peptides	0.860405803	Small peptides	0.934485376	Aminoacids	0.844660759	Alpha amino acids	0.772838891	Amino acids and derivatives	0.991687834	"Amino acids, peptides, and analogues"	0.991706848	Carboxylic acids and derivatives	0.999092698	Organic acids and derivatives	0.999900341	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT0102
94_all_features_Matched_for_GNPS_msLevel2retentionTime442.82898scanNum97	C7H8N3O4	[M - H]-	C7H8N3O4	Amino acids and Peptides	0.417582154	Small peptides	0.555490732	Aminoacids	0.525089145	Heteroaromatic compounds	0.835172772					Heteroaromatic compounds	0.835172772	Organoheterocyclic compounds	0.837722659	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT0102
1298_all_features_Matched_for_GNPS_msLevel2retentionTime441.82398scanNum133	C9H10O5	[M - H]-	C9H10O5	Shikimates and Phenylpropanoids	0.797968805	Phenylpropanoids (C6-C3)	0.837213099	Cinnamic acids and derivatives	0.849778473	Coumaric acids and derivatives	0.559624732	Coumaric acids and derivatives	0.559624732	Hydroxycinnamic acids and derivatives	0.682826936	Cinnamic acids and derivatives	0.592109978	Phenylpropanoids and polyketides	0.83980912	Organic compounds; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenediols; Hydroxycinnamic acids and derivatives; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0102
1333_all_features_Matched_for_GNPS_msLevel2retentionTime438.15498scanNum137	C9H10O5	[M - H]-	C9H10O5	Shikimates and Phenylpropanoids	0.780511379	Phenylpropanoids (C6-C3)	0.720242858	Cinnamic acids and derivatives	0.70871532	Coumaric acids and derivatives	0.636163056	Coumaric acids and derivatives	0.636163056	Hydroxycinnamic acids and derivatives	0.751383483	Cinnamic acids and derivatives	0.668690026	Phenylpropanoids and polyketides	0.822775841	Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenediols; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0102
1351_all_features_Matched_for_GNPS_msLevel2retentionTime441.354scanNum1392	C9H10O5	[M - H]-	C9H10O5	Shikimates and Phenylpropanoids	0.829109728	Phenylpropanoids (C6-C3)	0.840327024	Cinnamic acids and derivatives	0.83054018	Coumaric acids and derivatives	0.821887493	Coumaric acids and derivatives	0.821887493	Hydroxycinnamic acids and derivatives	0.872523844	Cinnamic acids and derivatives	0.852464259	Phenylpropanoids and polyketides	0.941478491	"Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenediols; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	FT0102
1088_all_features_Matched_for_GNPS_msLevel2retentionTime267.27102scanNum112	C12H12O3	[M - H]-	C12H12O3	Shikimates and Phenylpropanoids	0.511135936	Naphthalenes	0.355351448	Naphthalenones	0.326559901	1-hydroxy-2-unsubstituted benzenoids	0.855208874			1-hydroxy-2-unsubstituted benzenoids	0.855208874	Phenols	0.809255958	Benzenoids	0.949627459	"Organic compounds; Alcohols and polyols; Phenols; Organooxygen compounds; Secondary alcohols; Polyols; Benzenoids; 1,2-diols; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"	FT0104
893_all_features_Matched_for_GNPS_msLevel2retentionTime556.47696scanNum929	C11H14O4	[M - H]-	C11H14O4	Polyketides	0.801190257	Phloroglucinols	0.812147796	Acyl phloroglucinols	0.744351089	Alkyl-phenylketones	0.833593547	Ketones	0.949080646	Carbonyl compounds	0.964158297	Organooxygen compounds	0.999999642	Organic oxygen compounds	0.999998093	Organic compounds; Ketones; Phenols; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Phloroglucinols and derivatives; Benzenetriols and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Acylphloroglucinols and derivatives; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0113
335_all_features_Matched_for_GNPS_msLevel2retentionTime250.491scanNum344	C11H12O5	[M - H]-	C11H12O5	Shikimates and Phenylpropanoids	0.584681451	Phenylpropanoids (C6-C3)	0.586715341	Cinnamic acids and derivatives	0.5539276	Coumaric acids and derivatives	0.556824207	Coumaric acids and derivatives	0.556824207	Hydroxycinnamic acids and derivatives	0.523981035	Cinnamic acids and derivatives	0.375138938	Phenylpropanoids and polyketides	0.733092308	Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	FT0117
1521_all_features_Matched_for_GNPS_msLevel2retentionTime238.51902scanNum156	C10H16O4S	[M - H]-	C10H16O4S	Terpenoids	0.782320321	Monoterpenoids	0.733159423	Camphane monoterpenoids	0.937608421	Bicyclic monoterpenoids	0.830783904	Bicyclic monoterpenoids	0.830783904	Monoterpenoids	0.959882498	Prenol lipids	0.988325238	Lipids and lipid-like molecules	0.951484084	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT0125
1595_all_features_Matched_for_GNPS_msLevel2retentionTime237.83502scanNum163	C10H16O4S	[M - H]-	C10H16O4S	Terpenoids	0.782620907	Monoterpenoids	0.731432319	Camphane monoterpenoids	0.936902821	Bicyclic monoterpenoids	0.831186116	Bicyclic monoterpenoids	0.831186116	Monoterpenoids	0.960405469	Prenol lipids	0.988680005	Lipids and lipid-like molecules	0.952975512	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT0125
1627_all_features_Matched_for_GNPS_msLevel2retentionTime247.76202scanNum166	C10H16O4S	[M - H]-	C10H16O4S	Terpenoids	0.782878995	Monoterpenoids	0.733027041	Camphane monoterpenoids	0.937669933	Bicyclic monoterpenoids	0.830875039	Bicyclic monoterpenoids	0.830875039	Monoterpenoids	0.960125387	Prenol lipids	0.988449037	Lipids and lipid-like molecules	0.952048302	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT0125
1638_all_features_Matched_for_GNPS_msLevel2retentionTime246.372scanNum1679	C10H16O4S	[M - H]-	C10H16O4S	Terpenoids	0.782896221	Monoterpenoids	0.731221795	Camphane monoterpenoids	0.9367311	Bicyclic monoterpenoids	0.831480682	Bicyclic monoterpenoids	0.831480682	Monoterpenoids	0.960645139	Prenol lipids	0.988811255	Lipids and lipid-like molecules	0.953520596	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT0125
1650_all_features_Matched_for_GNPS_msLevel2retentionTime239.001scanNum1691	C10H16O4S	[M - H]-	C10H16O4S	Terpenoids	0.780923009	Monoterpenoids	0.733007669	Camphane monoterpenoids	0.937853158	Bicyclic monoterpenoids	0.830343306	Bicyclic monoterpenoids	0.830343306	Monoterpenoids	0.959508121	Prenol lipids	0.988113105	Lipids and lipid-like molecules	0.950434387	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT0125
1775_all_features_Matched_for_GNPS_msLevel2retentionTime251.87298scanNum181	C10H16O4S	[M - H]-	C10H16O4S	Terpenoids	0.782951117	Monoterpenoids	0.731427372	Camphane monoterpenoids	0.936882317	Bicyclic monoterpenoids	0.831455588	Bicyclic monoterpenoids	0.831455588	Monoterpenoids	0.960616887	Prenol lipids	0.988782346	Lipids and lipid-like molecules	0.953387082	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT0125
1885_all_features_Matched_for_GNPS_msLevel2retentionTime239.68902scanNum192	C10H16O4S	[M - H]-	C10H16O4S	Terpenoids	0.782877088	Monoterpenoids	0.731696129	Camphane monoterpenoids	0.936848402	Bicyclic monoterpenoids	0.830978394	Bicyclic monoterpenoids	0.830978394	Monoterpenoids	0.96015352	Prenol lipids	0.988565385	Lipids and lipid-like molecules	0.952602267	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	FT0125
1654_all_features_Matched_for_GNPS_msLevel2retentionTime239.23002scanNum169	C7H14N4O3S	[M - H]-	C7H14N4O3S	Alkaloids	0.668016315	Guanidine alkaloids	0.481933504	Purine alkaloids	0.223694563	Organic sulfuric acids and derivatives	0.994056225					Organic sulfuric acids and derivatives	0.994056225	Organic acids and derivatives	0.999655962	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Guanidines; Organic sulfuric acids and derivatives; Carboximidamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT0133
939_all_features_Matched_for_GNPS_msLevel2retentionTime264.543scanNum975	C14H14O4	[M - H]-	C14H14O4	Shikimates and Phenylpropanoids	0.561143696	Flavonoids	0.200891525	Flavan-3-ols	0.240567386	1-benzopyrans	0.531491578			1-benzopyrans	0.531491578	Benzopyrans	0.503916323	Organoheterocyclic compounds	0.416971385	Organic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Organooxygen compounds; Benzenediols; Benzene and substituted derivatives; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0142
1089_all_features_Matched_for_GNPS_msLevel2retentionTime267.27102scanNum112	C14H14O4	[M - H]-	C14H14O4	Shikimates and Phenylpropanoids	0.784279644	Flavonoids	0.528314829	Flavan-3-ols	0.682869554	4'-hydroxyflavonoids	0.576256871	4'-hydroxyflavonoids	0.576256871	Hydroxyflavonoids	0.528478622	Flavonoids	0.455443501	Phenylpropanoids and polyketides	0.781455696	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavans; Benzenediols; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0142
1170_all_features_Matched_for_GNPS_msLevel2retentionTime267.30402scanNum120	C14H14O4	[M - H]-	C14H14O4	Shikimates and Phenylpropanoids	0.884910882	Flavonoids	0.644981325	Flavan-3-ols	0.646394014	4'-hydroxyflavonoids	0.632992685	4'-hydroxyflavonoids	0.632992685	Hydroxyflavonoids	0.597865522	Flavonoids	0.562132835	Phenylpropanoids and polyketides	0.91537118	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Benzene and substituted derivatives; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0142
